user_id,prod_id,uid,pid,rating,label_binary,date
23593,1909,6256,1408,4.0,0,2012-03-15
162063,3209,29690,2367,4.0,1,2013-01-13
111801,3371,23290,2493,5.0,0,2010-10-20
221507,3876,35577,2865,1.0,1,2014-09-06
66306,1809,16019,1325,5.0,0,2014-02-28
12496,59,2585,42,4.0,0,2013-05-23
162368,3339,29714,2466,4.0,0,2013-06-18
244658,1909,37600,1408,4.0,0,2012-08-17
112303,1917,23350,1415,5.0,0,2014-09-04
206105,3551,34158,2623,1.0,1,2013-01-26
49570,4692,12687,3469,3.0,0,2011-12-16
18198,461,4479,346,5.0,0,2011-01-23
30838,2480,8281,1837,3.0,0,2012-12-01
127200,2109,25388,1565,5.0,0,2013-08-05
235302,4186,36799,3089,5.0,0,2014-10-26
210411,2901,34546,2157,2.0,0,2014-01-14
21206,3237,5517,2387,4.0,0,2010-06-20
161641,2527,29642,1876,3.0,0,2011-09-06
249040,4647,37964,3437,5.0,0,2012-11-17
92926,4800,20542,3551,2.0,0,2013-11-21
10675,3454,1920,2552,3.0,0,2008-01-06
16958,3912,4064,2896,4.0,0,2013-03-04
197455,4692,33330,3469,2.0,0,2011-11-23
45924,470,11893,352,5.0,0,2012-03-28
209451,3657,34464,2701,5.0,0,2014-03-10
30191,3733,8091,2761,5.0,0,2014-09-20
58308,636,14474,482,5.0,0,2013-06-12
166056,2656,30117,1963,5.0,1,2011-11-20
57003,3745,14202,2769,3.0,0,2010-04-18
41637,3222,10943,2376,3.0,0,2010-03-17
182649,3021,31841,2230,4.0,0,2012-07-26
12445,973,2569,719,3.0,0,2013-05-25
108069,1471,22767,1078,4.0,1,2012-03-13
52274,1214,13261,892,5.0,0,2014-03-24
50410,4480,12867,3314,5.0,0,2014-01-11
101536,4063,21816,3001,4.0,0,2014-03-01
159004,2620,29326,1938,2.0,0,2013-08-11
55180,4646,13861,3436,4.0,0,2013-12-25
224443,3395,35836,2512,5.0,0,2014-06-16
20715,4988,5334,3692,4.0,0,2013-12-04
229542,4081,36284,3013,5.0,0,2010-05-24
126083,1814,25240,1330,4.0,0,2010-07-31
8497,3082,1127,2272,2.0,0,2012-08-03
32556,265,8721,199,3.0,0,2010-03-28
8210,237,1027,178,4.0,0,2009-02-10
92266,3265,20456,2405,5.0,0,2014-12-02
41562,4776,10918,3533,4.0,0,2012-12-12
43001,3702,11242,2736,3.0,0,2012-01-16
17241,2051,4154,1517,5.0,0,2010-12-15
179696,2636,31543,1949,5.0,0,2014-05-17
218025,3136,35253,2311,4.0,1,2012-07-19
47291,1907,12177,1406,5.0,0,2014-10-12
22695,3528,6050,2606,4.0,0,2013-08-28
21241,3237,5531,2387,3.0,0,2010-04-15
139485,2069,27009,1533,1.0,1,2013-08-13
32040,255,8596,194,4.0,0,2014-05-14
106387,4122,22538,3042,4.0,0,2010-04-05
36058,328,9564,242,4.0,0,2012-08-19
9326,4188,1403,3091,4.0,0,2011-01-28
47118,486,12138,365,5.0,0,2012-07-05
29725,710,7944,535,4.0,0,2013-01-21
44488,448,11579,336,5.0,0,2013-09-03
92664,1859,20511,1366,4.0,0,2014-08-31
32757,3124,8781,2300,4.0,0,2014-12-13
5612,1006,196,742,4.0,0,2013-11-26
141087,2104,27220,1561,5.0,0,2014-10-11
15305,3603,3537,2661,4.0,0,2013-06-02
20723,3875,5336,2864,5.0,0,2011-12-03
34327,2265,9155,1684,5.0,0,2013-02-03
233770,3582,36657,2646,3.0,0,2012-08-10
12027,103,2419,76,4.0,0,2010-03-06
236792,4267,36948,3150,3.0,0,2014-01-19
167474,2196,30272,1627,5.0,0,2014-01-28
40160,375,10597,280,5.0,0,2011-09-11
36578,2605,9727,1927,4.0,0,2012-11-04
101280,1038,21791,768,3.0,0,2012-12-16
226108,1597,35984,1169,5.0,0,2011-07-05
66007,4897,15955,3625,4.0,0,2011-03-25
51215,3825,13057,2823,4.0,0,2014-05-01
216389,3576,35107,2640,5.0,0,2014-08-05
40903,3872,10749,2862,1.0,0,2012-02-21
32418,265,8670,199,4.0,0,2014-10-14
7631,3237,792,2387,2.0,0,2010-10-26
144524,2148,27620,1595,5.0,0,2014-09-28
148978,2223,28142,1648,4.0,0,2014-05-21
68779,4880,16491,3612,3.0,0,2012-08-02
29742,4556,7946,3368,5.0,0,2012-01-02
40016,375,10565,280,5.0,0,2014-03-30
102493,2673,21946,1976,4.0,1,2012-08-26
45114,4859,11718,3598,4.0,0,2012-05-07
72948,3151,17246,2321,4.0,0,2013-02-18
18447,2065,4563,1529,3.0,0,2010-07-23
179189,2930,31495,2175,5.0,1,2014-07-26
9532,3348,1479,2474,4.0,0,2012-03-29
91296,3237,20308,2387,4.0,0,2011-08-17
64783,777,15738,579,3.0,0,2012-12-11
130013,1052,25779,779,4.0,0,2010-12-10
27320,186,7239,141,3.0,0,2009-07-29
11634,57,2242,41,5.0,0,2013-08-29
61604,710,15123,535,5.0,0,2012-04-05
32241,4452,8640,3292,1.0,0,2011-08-29
75376,3309,17743,2441,2.0,0,2014-10-06
175716,2103,31137,1560,5.0,1,2014-05-07
100916,2946,21742,2184,2.0,0,2014-05-24
106165,2605,22505,1927,3.0,0,2014-03-06
170555,2751,30581,2038,1.0,1,2014-04-03
96389,2856,21086,2120,4.0,0,2011-09-12
15704,1941,3681,1431,4.0,0,2010-10-18
248472,4631,37909,3425,5.0,0,2013-09-01
36407,4829,9657,3576,4.0,0,2013-02-24
198073,3299,33390,2432,4.0,0,2014-08-21
34531,3747,9216,2771,4.0,0,2014-12-09
239222,4038,37128,2984,4.0,0,2014-11-17
10677,3950,1922,2921,3.0,0,2006-10-23
87317,1141,19693,838,5.0,0,2013-02-17
30983,4904,8321,3629,5.0,0,2010-02-20
93691,4583,20682,3387,5.0,0,2013-02-13
132599,1858,26122,1365,4.0,1,2012-08-07
119031,56,24279,40,5.0,0,2011-10-21
20837,3745,5373,2769,5.0,0,2011-09-06
265285,5041,39342,3733,5.0,0,2013-09-25
11745,3426,2295,2532,4.0,0,2012-04-13
53771,3295,13579,2430,3.0,0,2013-03-03
6729,2632,464,1947,4.0,0,2013-10-12
99670,1341,21562,976,2.0,0,2013-09-16
107297,621,22663,468,2.0,0,2012-06-25
5527,1879,154,1381,4.0,0,2009-10-04
7343,467,687,350,5.0,0,2014-03-17
14406,3839,3257,2836,4.0,0,2014-10-29
61586,710,15113,535,5.0,0,2013-03-10
150284,2262,28280,1682,4.0,0,2007-09-07
22570,3473,6022,2562,4.0,0,2011-04-13
10895,3590,2007,2651,4.0,0,2011-08-14
20274,4826,5168,3573,4.0,0,2014-08-07
38382,2909,10149,2164,4.0,0,2011-01-15
47609,490,12252,369,5.0,0,2009-12-11
42340,1064,11102,784,4.0,0,2014-12-30
72572,1859,17184,1366,5.0,0,2010-01-22
5577,4746,179,3512,5.0,0,2011-09-03
88008,3901,19797,2888,5.0,0,2014-08-22
27350,3332,7247,2460,4.0,0,2014-09-04
142586,3215,27386,2373,4.0,0,2014-05-15
109373,1499,22943,1096,5.0,0,2013-12-01
166629,899,30179,664,5.0,0,2011-04-17
10060,4552,1667,3365,1.0,0,2013-08-23
42518,2019,11144,1495,3.0,0,2013-03-10
37911,1859,10048,1366,2.0,0,2010-01-06
249468,4665,38002,3451,3.0,0,2012-05-23
42864,1100,11211,813,4.0,1,2014-03-31
38930,3199,10309,2360,5.0,0,2011-01-02
190304,3215,32575,2373,5.0,1,2006-08-06
19623,3768,4962,2786,4.0,0,2014-11-04
191594,3229,32702,2381,2.0,0,2013-01-26
8870,1814,1254,1330,3.0,0,2009-12-29
43030,3081,11251,2271,4.0,0,2012-07-22
45658,2875,11830,2134,5.0,0,2013-05-06
109940,1905,23032,1404,5.0,0,2014-12-26
21678,1848,5729,1357,4.0,0,2008-09-30
152959,3745,28598,2769,5.0,0,2014-03-18
127162,1848,25379,1357,5.0,1,2012-01-11
36771,892,9774,658,4.0,0,2010-12-04
96819,4697,21166,3472,1.0,1,2014-06-27
28083,191,7478,146,4.0,0,2009-10-19
28667,1701,7618,1245,3.0,0,2013-10-13
79508,977,18467,722,5.0,0,2014-08-09
221021,3875,35533,2864,5.0,0,2014-03-20
101966,3522,21872,2602,4.0,1,2013-01-28
136140,1905,26586,1404,5.0,1,2013-03-19
113220,4864,23489,3601,5.0,0,2009-09-14
179100,3931,31479,2906,1.0,1,2013-11-06
225117,3935,35892,2910,3.0,1,2014-08-18
20428,3745,5225,2769,3.0,0,2013-04-28
167368,2683,30255,1983,1.0,1,2013-02-10
199582,3318,33543,2449,5.0,0,2014-01-08
5793,2403,286,1783,2.0,0,2014-07-19
121623,1735,24639,1270,4.0,0,2012-12-20
242209,4434,37376,3280,5.0,0,2012-12-02
124397,1798,25017,1319,4.0,0,2013-11-05
130936,1419,25899,1041,4.0,0,2014-03-25
32064,4848,8603,3589,3.0,0,2012-06-01
57058,3318,14212,2449,5.0,0,2010-03-17
13899,163,3104,123,4.0,0,2011-02-13
15616,2294,3648,1706,4.0,0,2014-08-06
178453,85,31406,62,4.0,0,2011-09-22
66394,3222,16044,2376,3.0,0,2013-08-09
139077,4117,26955,3039,5.0,0,2013-02-15
22342,1241,5937,905,4.0,0,2014-07-04
260551,4905,38974,3630,5.0,0,2014-09-28
18142,1148,4454,842,4.0,0,2013-11-22
32428,265,8674,199,5.0,0,2014-08-24
9435,2048,1441,1516,4.0,0,2014-04-07
125939,1907,25218,1406,3.0,0,2012-03-25
100888,1351,21739,985,1.0,1,2012-01-02
6902,9,519,6,1.0,0,2013-09-22
27467,2265,7289,1684,4.0,0,2011-07-03
190945,4188,32636,3091,4.0,0,2011-07-25
24147,4541,6422,3357,5.0,0,2013-07-08
84802,3477,19294,2565,5.0,1,2013-05-24
12667,3240,2663,2390,5.0,0,2013-08-08
207568,1465,34301,1077,4.0,1,2014-05-26
11502,4196,2195,3099,5.0,0,2014-08-22
118975,2514,24265,1866,3.0,0,2013-10-10
235207,4448,36786,3290,5.0,0,2013-04-18
214922,3756,34958,2778,4.0,1,2013-08-05
59501,3315,14700,2446,3.0,0,2011-04-05
79824,994,18520,732,3.0,0,2013-05-12
10308,4139,1778,3053,5.0,0,2013-06-05
32880,270,8804,203,5.0,0,2012-11-03
162565,3745,29741,2769,4.0,0,2013-04-26
203443,3473,33900,2562,2.0,0,2012-06-29
11947,3715,2379,2746,5.0,0,2010-04-15
202338,4279,33792,3159,3.0,1,2014-02-28
13011,4373,2815,3234,5.0,0,2014-06-09
136924,1994,26688,1475,1.0,0,2012-07-12
54547,583,13723,437,2.0,0,2007-11-20
35721,1298,9483,947,5.0,1,2014-01-22
51022,523,13011,395,4.0,0,2014-08-05
68224,3259,16382,2400,5.0,0,2014-06-07
97357,1313,21219,955,5.0,0,2009-08-15
28614,1700,7601,1244,5.0,0,2014-02-11
16067,101,3797,74,1.0,1,2012-10-05
216323,3576,35103,2640,2.0,1,2011-12-11
45029,458,11700,344,5.0,0,2014-05-21
94173,3646,20749,2691,4.0,0,2015-01-04
37109,349,9859,257,4.0,0,2013-09-17
50727,2673,12946,1976,1.0,1,2009-06-13
74402,1809,17526,1325,5.0,0,2014-09-23
37789,4811,10016,3559,4.0,0,2012-11-03
7629,3876,790,2865,4.0,0,2011-04-28
18083,3708,4430,2740,4.0,0,2012-01-29
23329,3238,6190,2388,4.0,0,2013-08-08
36793,1093,9781,807,4.0,0,2010-03-18
56587,1262,14118,920,2.0,0,2013-12-23
9984,4401,1646,3254,3.0,0,2013-09-08
230672,4114,36384,3037,5.0,0,2014-01-10
133471,1637,26237,1199,5.0,0,2012-09-08
62514,3164,15300,2331,5.0,0,2010-08-14
216659,3802,35130,2809,5.0,0,2014-09-18
226595,3964,36039,2931,1.0,0,2009-05-16
26356,3841,6983,2837,2.0,0,2014-03-15
209798,4477,34496,3311,1.0,0,2011-12-18
86463,4698,19553,3473,3.0,0,2007-04-06
127563,1850,25460,1359,4.0,0,2012-06-25
8353,1006,1078,742,4.0,0,2013-12-22
52218,3526,13237,2605,5.0,0,2010-10-10
85258,4735,19366,3504,3.0,0,2013-10-19
110993,3027,23181,2234,4.0,0,2013-11-05
50035,1382,12791,1011,3.0,0,2011-05-17
15627,3951,3651,2922,4.0,0,2013-11-12
257411,4820,38729,3567,4.0,0,2013-09-25
234422,1511,36708,1108,1.0,0,2012-07-06
22864,2136,6086,1586,5.0,0,2012-03-27
166404,747,30149,559,4.0,0,2014-12-13
158735,3339,29284,2466,3.0,0,2008-04-28
23277,1780,6177,1307,3.0,0,2012-09-29
6578,1266,425,923,3.0,0,2014-05-27
56448,608,14104,459,4.0,0,2014-05-30
17514,110,4258,81,5.0,0,2014-05-08
29382,210,7846,159,4.0,0,2010-04-22
23296,4698,6183,3473,4.0,0,2013-11-11
225582,3946,35931,2918,5.0,1,2012-11-16
56937,3251,14176,2394,4.0,0,2013-09-25
160461,2508,29517,1861,4.0,0,2014-12-23
107328,1445,22669,1064,4.0,0,2014-12-30
7753,4034,838,2980,2.0,0,2010-10-10
261188,5023,39025,3718,5.0,1,2012-10-10
83277,3136,19076,2311,5.0,0,2013-05-09
156764,2412,29055,1789,5.0,0,2014-12-20
256468,4800,38638,3551,3.0,0,2014-07-05
68786,4692,16494,3469,5.0,0,2012-07-26
20934,1151,5409,844,5.0,1,2011-05-22
150651,2265,28319,1684,3.0,0,2013-09-11
26272,1340,6964,975,4.0,0,2013-07-31
92776,1859,20529,1366,5.0,0,2014-03-09
15275,93,3530,69,2.0,1,2014-01-11
51832,3259,13168,2400,4.0,0,2014-01-24
43999,365,11469,272,4.0,0,2012-07-24
187428,3153,32292,2323,5.0,0,2013-10-10
10252,1342,1741,977,4.0,0,2010-03-20
17895,4282,4380,3161,4.0,0,2013-11-04
9622,4941,1519,3657,4.0,0,2011-07-20
12709,4148,2682,3061,5.0,0,2010-05-20
142339,2127,27369,1578,5.0,1,2012-11-25
233205,4158,36608,3068,3.0,0,2015-01-04
145968,3003,27786,2220,4.0,0,2013-11-05
200611,1597,33645,1169,4.0,1,2010-02-02
10640,3021,1903,2230,4.0,0,2013-10-09
15931,3745,3758,2769,4.0,0,2009-02-02
51141,3268,13044,2408,5.0,0,2008-06-28
35728,323,9485,238,5.0,1,2011-06-20
112546,2173,23391,1611,3.0,0,2014-05-05
76371,3618,17900,2672,4.0,0,2013-03-21
7215,3153,636,2323,4.0,0,2014-05-14
18359,4338,4528,3210,4.0,0,2013-04-24
159513,2787,29398,2064,5.0,0,2008-07-28
86875,1134,19630,833,5.0,0,2014-11-02
81466,424,18776,317,5.0,0,2012-03-02
216295,3684,35099,2723,3.0,0,2011-07-11
9821,2172,1592,1610,4.0,0,2011-10-25
32082,1520,8609,1113,3.0,0,2014-05-08
54809,2277,13783,1694,3.0,0,2014-09-02
68117,52,16369,38,4.0,0,2014-09-03
22302,1266,5928,923,4.0,0,2014-04-27
52818,2035,13374,1505,1.0,0,2014-12-21
162771,1429,29764,1050,4.0,1,2012-12-07
170908,3787,30624,2800,4.0,0,2013-11-16
191325,3222,32677,2376,4.0,0,2009-07-01
64833,777,15749,579,2.0,0,2010-08-10
79333,2900,18434,2156,4.0,0,2013-09-22
12370,4659,2539,3448,4.0,0,2014-06-26
23116,139,6135,103,4.0,0,2014-08-28
59075,4183,14615,3086,3.0,0,2013-12-29
23755,1199,6303,879,4.0,0,2010-08-06
261430,4408,39044,3259,4.0,1,2011-11-17
63735,4160,15555,3069,4.0,0,2014-04-03
87294,4726,19687,3496,4.0,0,2013-05-11
91468,4685,20336,3462,4.0,0,2013-01-06
26703,4218,7090,3114,3.0,0,2011-08-19
41347,543,10857,407,3.0,0,2014-07-26
13839,2172,3073,1610,2.0,0,2013-04-12
18731,2707,4666,2003,1.0,0,2013-07-21
105005,4223,22285,3117,1.0,0,2014-09-29
57087,1780,14218,1307,1.0,0,2012-08-06
46050,471,11922,353,5.0,0,2013-06-17
52979,552,13418,415,4.0,0,2011-03-04
251843,4698,38207,3473,5.0,0,2014-04-28
209202,3645,34441,2690,5.0,0,2014-07-18
63721,748,15552,560,5.0,0,2014-06-05
206119,3552,34160,2624,1.0,1,2012-11-18
40285,4873,10618,3606,4.0,0,2011-01-16
134941,4279,26432,3159,5.0,0,2012-05-09
34109,4188,9102,3091,5.0,0,2013-08-12
71231,3318,16942,2449,3.0,0,2011-04-03
57966,247,14417,187,4.0,0,2014-02-23
100082,1341,21627,976,4.0,0,2008-12-21
194681,2605,33033,1927,1.0,0,2013-11-18
102551,2052,21955,1518,5.0,0,2012-07-29
212619,3745,34720,2769,4.0,1,2013-06-27
96162,1298,21044,947,3.0,0,2013-05-14
17396,4997,4212,3699,5.0,0,2008-11-08
118807,56,24233,40,5.0,0,2013-08-31
215116,3760,34973,2781,1.0,0,2014-06-28
238066,4299,37048,3176,1.0,1,2013-03-15
165684,2644,30088,1956,1.0,0,2011-01-28
43660,438,11404,330,5.0,1,2014-06-07
23124,1038,6139,768,5.0,0,2012-04-22
126611,4999,25303,3700,5.0,0,2014-09-14
169400,1306,30467,951,5.0,1,2010-02-17
162563,3355,29740,2481,1.0,0,2013-08-23
50988,523,13003,395,5.0,1,2014-12-22
215185,3760,34983,2781,4.0,0,2012-06-23
189108,3187,32448,2349,2.0,0,2014-08-30
95871,4223,20999,3117,4.0,0,2014-07-07
55310,1422,13887,1043,5.0,0,2011-07-29
30340,4723,8140,3493,3.0,0,2014-12-26
43152,1888,11273,1388,2.0,1,2012-05-02
248475,4631,37911,3425,5.0,0,2013-08-29
105917,3745,22456,2769,3.0,0,2010-05-22
97871,1325,21283,963,5.0,0,2014-10-12
11745,2854,2295,2118,3.0,0,2012-11-30
150725,4898,28332,3626,4.0,0,2013-02-12
93198,1859,20586,1366,3.0,0,2011-05-31
60998,3268,15001,2408,3.0,0,2013-04-21
54590,3317,13732,2448,4.0,0,2014-06-19
10865,1398,1996,1023,5.0,0,2011-09-09
236359,4229,36913,3121,2.0,1,2011-04-02
136522,1981,26640,1466,3.0,0,2010-08-28
53479,1398,13530,1023,5.0,0,2008-03-22
256249,4794,38616,3546,5.0,0,2014-04-16
32120,3882,8615,2869,4.0,0,2012-02-22
45665,1263,11831,921,4.0,0,2011-07-08
41637,1736,10943,1271,5.0,0,2014-09-02
161064,2512,29574,1864,5.0,1,2010-05-31
37312,2681,9904,1981,5.0,0,2011-09-19
234893,4279,36755,3159,5.0,0,2011-09-11
240832,4986,37257,3691,4.0,0,2014-03-11
14295,2533,3228,1880,5.0,0,2009-12-06
63484,4804,15517,3554,3.0,0,2008-09-06
26526,2219,7044,1645,3.0,0,2010-03-12
100729,1348,21717,982,5.0,0,2014-01-27
91720,4220,20383,3115,3.0,0,2014-01-02
186163,3124,32165,2300,1.0,1,2008-11-11
261185,5023,39024,3718,5.0,1,2012-10-16
212880,3745,34741,2769,4.0,0,2014-11-24
82842,1733,18997,1268,3.0,0,2013-11-25
54680,2864,13749,2124,4.0,0,2014-05-05
66350,3136,16028,2311,3.0,0,2014-10-04
115436,1622,23814,1189,5.0,0,2014-07-15
22343,2202,5938,1631,3.0,0,2014-06-24
86006,1604,19485,1174,4.0,0,2008-05-16
11305,3205,2156,2364,2.0,0,2008-10-18
44499,2982,11582,2203,5.0,0,2013-02-21
156682,3735,29043,2763,4.0,0,2011-09-11
21887,4631,5796,3425,5.0,0,2009-11-13
220936,3875,35524,2864,5.0,1,2011-02-20
18652,1526,4639,1118,5.0,1,2012-09-17
25443,697,6726,526,5.0,0,2013-01-25
25169,476,6648,358,3.0,0,2014-12-15
199865,3318,33569,2449,5.0,0,2011-04-28
12081,636,2447,482,3.0,0,2009-09-28
64003,4559,15612,3370,5.0,0,2010-12-13
34284,286,9145,215,5.0,0,2013-05-01
41924,3483,11011,2570,4.0,0,2014-08-11
163241,2573,29819,1908,3.0,0,2014-04-17
193244,3237,32888,2387,1.0,0,2012-08-19
14429,1882,3263,1384,4.0,0,2014-10-21
50689,3615,12932,2669,5.0,0,2010-04-22
244582,1909,37593,1408,4.0,1,2013-11-28
9990,811,1648,605,2.0,0,2013-06-04
17116,657,4123,500,3.0,0,2014-06-14
204409,3800,34002,2808,5.0,0,2011-12-08
14654,4897,3352,3625,4.0,0,2010-05-19
44819,3021,11660,2230,3.0,0,2014-06-09
33297,4879,8891,3611,5.0,1,2014-10-26
86823,1132,19622,831,5.0,0,2013-09-26
41150,643,10803,487,5.0,0,2012-06-23
29666,3582,7930,2646,4.0,0,2012-10-02
256805,4802,38666,3553,4.0,0,2014-01-13
216155,3791,35080,2803,3.0,0,2011-08-10
13792,24,3054,18,4.0,0,2013-08-27
159030,2477,29331,1834,5.0,0,2013-06-15
123767,736,24935,553,5.0,0,2014-02-23
26518,636,7041,482,5.0,0,2009-05-20
131609,4731,25997,3500,3.0,0,2012-03-23
38360,3315,10146,2446,3.0,0,2011-10-13
176645,2196,31231,1627,5.0,0,2015-01-02
151768,2612,28458,1933,3.0,0,2014-10-10
31492,2776,8469,2058,5.0,0,2011-03-29
155427,4616,28891,3413,5.0,0,2013-02-20
7215,4746,636,3512,2.0,0,2014-08-28
60899,4370,14986,3233,5.0,0,2012-12-26
67881,828,16330,617,4.0,1,2011-11-01
139594,2070,27026,1534,5.0,1,2014-04-17
108202,2307,22796,1716,5.0,0,2009-08-12
46759,4698,12049,3473,3.0,0,2013-11-30
222287,3876,35648,2865,1.0,0,2009-07-06
10904,461,2012,346,4.0,0,2011-04-26
261696,4954,39064,3666,5.0,0,2011-02-28
74309,1809,17510,1325,5.0,1,2013-12-27
131014,1419,25906,1041,5.0,0,2012-12-17
45114,4743,11718,3509,3.0,0,2012-05-07
119226,70,24304,51,5.0,0,2008-04-27
27031,3375,7165,2496,4.0,0,2013-08-29
8471,12,1117,8,4.0,0,2014-05-11
19338,1412,4890,1036,3.0,0,2014-06-07
34531,4480,9216,3314,4.0,0,2014-09-05
95993,1298,21020,947,4.0,0,2014-04-10
21969,128,5818,94,4.0,0,2012-06-08
20123,4034,5117,2980,4.0,0,2011-01-18
80106,3832,18567,2829,3.0,0,2014-11-28
48382,496,12415,375,5.0,1,2009-07-11
7018,1296,562,945,5.0,0,2013-08-07
73295,2767,17311,2051,4.0,0,2012-04-14
22393,1212,5960,890,2.0,0,2012-06-26
10083,3866,1679,2857,4.0,0,2012-07-14
53093,3768,13452,2786,3.0,0,2009-08-27
67513,820,16277,610,4.0,0,2012-01-08
7433,4416,724,3266,5.0,0,2013-09-10
18344,1047,4523,775,2.0,0,2011-11-19
143692,2870,27521,2130,5.0,0,2012-09-24
197588,3297,33344,2431,5.0,0,2014-10-20
183188,3852,31892,2846,5.0,0,2013-12-03
256300,3548,38620,2620,2.0,1,2013-05-11
8011,4859,945,3598,4.0,0,2014-07-21
17052,127,4105,93,2.0,0,2013-08-17
229436,4927,36269,3649,5.0,0,2014-11-30
149026,2223,28147,1648,4.0,0,2013-11-08
63346,731,15486,550,5.0,0,2012-12-17
27721,2063,7367,1527,4.0,0,2014-03-10
129728,3582,25722,2646,3.0,0,2012-04-30
32162,2628,8624,1943,4.0,0,2013-11-24
104698,4758,22243,3522,4.0,0,2014-04-20
19576,127,4952,93,4.0,1,2013-12-22
254802,4743,38481,3509,4.0,0,2010-04-25
63588,3684,15538,2723,5.0,0,2012-09-22
18742,3536,4670,2613,4.0,0,2014-01-12
163337,2574,29828,1909,5.0,1,2008-11-21
24283,4183,6456,3086,5.0,0,2011-04-02
128177,3188,25526,2350,3.0,0,2012-03-15
10610,501,1884,379,2.0,0,2013-10-18
97239,1310,21211,953,1.0,1,2014-07-28
244279,889,37564,656,4.0,0,2014-08-03
183148,3550,31889,2622,5.0,1,2013-01-03
37187,357,9875,264,4.0,0,2014-08-14
6532,3760,412,2781,4.0,0,2013-09-14
49397,4995,12651,3697,5.0,0,2009-04-10
119712,4476,24373,3310,4.0,0,2013-07-22
68864,1133,16510,832,5.0,0,2011-12-22
26707,173,7091,132,4.0,0,2010-10-02
12962,1295,2799,944,5.0,0,2006-07-26
190650,3215,32605,2373,5.0,0,2011-08-09
18401,4400,4546,3253,5.0,0,2012-01-31
222779,3259,35689,2400,4.0,0,2013-09-04
46045,471,11920,353,4.0,0,2013-12-28
209351,4137,34451,3051,3.0,0,2014-08-26
191111,3222,32648,2376,5.0,1,2014-02-25
71032,3188,16905,2350,2.0,0,2013-08-14
99951,1341,21607,976,3.0,0,2011-10-26
77779,3745,18141,2769,4.0,0,2013-10-07
91396,3297,20325,2431,4.0,0,2010-10-23
13381,427,2919,320,2.0,0,2012-08-10
202354,3421,33794,2528,5.0,0,2014-07-23
6782,3876,477,2865,3.0,0,2013-12-25
47196,703,12153,530,5.0,0,2013-11-06
55498,2124,13924,1576,3.0,0,2014-01-19
34103,424,9101,317,1.0,0,2013-12-01
220693,3870,35502,2861,5.0,0,2014-09-11
73292,1418,17308,1040,4.0,0,2012-12-27
89649,1172,20064,860,5.0,0,2013-09-01
53413,1276,13516,932,3.0,0,2010-12-26
91504,3136,20341,2311,4.0,0,2009-05-02
147130,2211,27918,1639,5.0,1,2013-10-29
24352,3768,6480,2786,4.0,0,2011-08-01
21035,3618,5446,2672,3.0,0,2010-05-03
126512,1825,25292,1338,5.0,1,2014-11-01
189339,3188,32471,2350,3.0,0,2013-09-13
25022,151,6617,114,5.0,1,2014-08-07
164289,2612,29920,1933,5.0,0,2013-09-14
19006,2384,4773,1771,3.0,0,2011-03-08
7380,9,700,6,3.0,0,2012-04-23
38901,2265,10295,1684,3.0,0,2011-04-17
221153,3875,35545,2864,5.0,0,2012-05-15
17312,4544,4176,3359,4.0,0,2012-05-23
142648,2127,27393,1578,5.0,0,2014-02-12
207473,3964,34289,2931,5.0,1,2013-07-09
187459,3154,32295,2324,4.0,0,2013-04-02
55859,4480,13997,3314,2.0,0,2013-11-09
216706,3805,35135,2811,4.0,1,2010-06-24
15861,708,3736,534,5.0,0,2010-11-28
41860,2760,11002,2044,4.0,0,2014-12-14
49154,3618,12594,2672,4.0,0,2010-10-17
17336,3259,4185,2400,5.0,0,2014-03-26
7234,2137,647,1587,5.0,0,2013-08-17
87538,1141,19729,838,5.0,0,2007-04-21
205323,3514,34084,2595,4.0,1,2010-02-08
38801,3875,10255,2864,3.0,0,2013-04-06
48781,496,12500,375,5.0,0,2012-12-05
5558,1214,168,892,3.0,0,2014-11-04
31986,2279,8580,1695,4.0,0,2014-05-07
27630,1295,7347,944,5.0,0,2007-05-03
165828,2649,30099,1959,5.0,0,2014-05-24
128416,1014,25554,747,5.0,0,2012-02-05
54922,2643,13805,1955,4.0,0,2013-01-28
47212,2645,12157,1957,4.0,0,2013-02-07
174185,2829,30966,2096,3.0,0,2009-12-07
149308,3215,28181,2373,5.0,0,2010-03-13
112751,4864,23414,3601,4.0,1,2011-05-04
16678,1345,3963,980,5.0,0,2014-08-29
67728,1298,16302,947,4.0,1,2010-09-15
73873,3166,17419,2332,4.0,0,2011-03-10
46751,1391,12047,1017,5.0,0,2014-04-30
25731,3159,6820,2327,5.0,0,2012-02-24
55051,3293,13836,2428,5.0,0,2011-10-28
23512,2277,6236,1694,4.0,0,2014-07-05
224338,3995,35829,2952,1.0,0,2014-04-30
250175,4683,38064,3461,5.0,1,2013-10-15
62320,2632,15266,1947,4.0,0,2014-07-21
82571,2609,18935,1931,5.0,1,2012-06-28
51732,532,13149,400,3.0,0,2009-02-21
49128,4698,12588,3473,4.0,0,2011-06-03
31017,2675,8327,1977,5.0,0,2012-05-23
29241,4778,7805,3535,4.0,0,2013-01-24
232943,4150,36589,3062,4.0,0,2013-05-29
153052,4839,28612,3583,4.0,0,2012-07-16
90106,1179,20140,864,5.0,1,2014-07-18
54111,5007,13637,3707,5.0,0,2013-07-21
60207,1262,14844,920,4.0,0,2010-03-06
101851,2374,21854,1764,2.0,0,2008-11-06
26759,5030,7109,3725,4.0,0,2014-10-31
